"Aug 02, 2019","10,380.50","10,664.80","10,330.50","10,520.10",578.29K,
"Aug 01, 2019","10,081.90","10,459.00","9,890.60","10,380.00",608.37K,
"Jul 31, 2019","9,580.30","10,100.00","9,562.40","10,082.00",589.84K,
"Jul 30, 2019","9,580.00","9,703.00","9,483.00","9,580.70",511.51K,
"Jul 29, 2019","9,728.50","9,835.40","9,502.50","9,580.90",510.90K,
"Jul 28, 2019","9,491.10","9,798.50","9,401.10","9,727.80",518.59K,
"Jul 27, 2019","9,830.40","10,232.30","9,389.10","9,492.10",661.89K,
"Jul 26, 2019","9,945.20","10,436.10","9,724.20","9,831.00",493.75K,
"Jul 25, 2019","9,804.70","10,203.50","9,776.60","9,945.30",545.85K,
"Jul 24, 2019","9,887.20","9,945.30","9,584.00","9,804.30",639.54K,
"Jul 23, 2019","10,412.80","10,414.70","9,865.40","9,888.70",663.38K,
"Jul 22, 2019","10,715.10","10,806.30","10,196.50","10,412.50",591.27K,
"Jul 21, 2019","10,827.00","10,883.80","10,442.50","10,714.40",562.17K,
"Jul 20, 2019","10,571.90","11,155.60","10,462.00","10,826.70",668.94K,
"Jul 19, 2019","10,651.60","10,758.40","10,160.70","10,571.50",727.79K,
"Jul 18, 2019","9,723.10","10,787.10","9,390.00","10,651.40",974.49K,
"Jul 17, 2019","9,425.10","9,983.60","9,082.60","9,723.20",1.03M,
"Jul 16, 2019","10,844.00","11,019.50","9,375.30","9,424.80",1.05M,
"Jul 15, 2019","10,199.90","11,064.70","9,885.40","10,845.90",956.52K,
"Jul 14, 2019","11,364.30","11,448.70","10,128.90","10,200.10",840.76K,
"Jul 13, 2019","11,762.80","11,798.40","10,839.40","11,364.90",747.71K,
"Jul 12, 2019","11,343.70","11,881.40","11,109.80","11,762.10",738.17K,
"Jul 11, 2019","12,111.60","12,111.60","11,029.00","11,342.30",943.13K,
"Jul 10, 2019","12,542.80","13,134.40","11,594.90","12,110.60",1.11M,
"Jul 09, 2019","12,250.60","12,772.90","12,111.20","12,541.50",847.84K,
"Jul 08, 2019","11,415.80","12,332.30","11,304.80","12,252.60",695.60K,
"Jul 07, 2019","11,267.90","11,524.60","11,108.10","11,415.90",601.93K,
"Jul 06, 2019","10,969.80","11,650.20","10,967.90","11,268.00",688.96K,
"Jul 05, 2019","11,159.70","11,381.80","10,810.30","10,970.20",772.67K,
"Jul 04, 2019","11,899.30","11,948.00","11,087.10","11,163.10",840.34K,
"Jul 03, 2019","10,835.90","11,931.80","10,835.90","11,900.80",998.73K,
"Jul 02, 2019","10,615.50","10,923.50","9,728.50","10,835.90",1.12M,
"Jul 01, 2019","10,821.40","11,254.50","10,041.60","10,616.60",1.04M,
"Jun 30, 2019","11,906.00","12,179.30","10,765.40","10,818.60",880.77K,
"Jun 29, 2019","12,408.00","12,422.90","11,490.80","11,906.50",834.62K,
"Jun 28, 2019","11,288.40","12,461.80","10,970.50","12,409.10",1.09M,
"Jun 27, 2019","13,062.40","13,422.00","10,493.50","11,287.80",1.59M,
"Jun 26, 2019","11,811.60","13,929.80","11,747.30","13,063.80",1.48M,
"Jun 25, 2019","11,046.60","11,833.90","11,033.70","11,809.90",781.09K,
"Jun 24, 2019","10,897.30","11,114.40","10,622.60","11,046.40",566.96K,
"Jun 23, 2019","10,721.50","11,361.30","10,557.80","10,897.10",683.79K,
"Jun 22, 2019","10,178.10","11,160.50","10,031.30","10,721.70",1.09M,
"Jun 21, 2019","9,517.70","10,184.30","9,517.40","10,179.30",769.12K,
"Jun 20, 2019","9,255.00","9,583.90","9,188.40","9,517.00",693.62K,
"Jun 19, 2019","9,080.70","9,295.10","9,044.00","9,255.40",587.57K,
"Jun 18, 2019","9,318.90","9,336.10","8,962.70","9,080.60",723.17K,
"Jun 17, 2019","8,961.00","9,438.10","8,959.80","9,318.80",738.80K,
"Jun 16, 2019","8,812.20","9,332.00","8,771.10","8,962.50",849.77K,
"Jun 15, 2019","8,655.80","8,856.70","8,582.30","8,812.50",608.69K,
"Jun 14, 2019","8,218.60","8,685.30","8,153.20","8,656.10",643.17K,
"Jun 13, 2019","8,132.40","8,306.10","8,028.60","8,219.00",574.21K,
"Jun 12, 2019","7,888.00","8,198.10","7,805.80","8,133.10",607.89K,
"Jun 11, 2019","7,987.80","8,010.40","7,714.50","7,888.00",579.00K,
"Jun 10, 2019","7,635.00","8,012.80","7,523.60","7,987.80",641.38K,
"Jun 09, 2019","7,901.60","7,937.50","7,516.90","7,635.00",554.48K,
"Jun 08, 2019","7,985.30","8,044.40","7,770.50","7,901.40",485.81K,
"Jun 07, 2019","7,785.80","8,099.40","7,749.40","7,985.20",588.87K,
"Jun 06, 2019","7,779.60","7,861.40","7,480.40","7,784.90",651.82K,
"Jun 05, 2019","7,685.60","7,885.00","7,590.40","7,779.10",762.94K,
"Jun 04, 2019","8,118.10","8,118.10","7,494.00","7,685.50",966.95K,
"Jun 03, 2019","8,728.60","8,734.90","8,102.70","8,124.80",739.45K,
"Jun 02, 2019","8,545.80","8,807.70","8,534.80","8,728.60",614.54K,
"Jun 01, 2019","8,556.90","8,615.80","8,454.00","8,545.70",686.75K,
"May 31, 2019","8,271.40","8,578.80","8,135.00","8,558.30",858.41K,
"May 30, 2019","8,647.80","9,045.90","8,054.70","8,271.90",1.04M,
"May 29, 2019","8,715.60","8,747.20","8,435.30","8,647.80",15.43M,
"May 28, 2019","8,759.40","8,794.10","8,568.80","8,716.30",763.20K,
"May 27, 2019","8,628.90","8,902.80","8,607.30","8,760.10",907.96K,
"May 26, 2019","8,029.60","8,718.60","7,866.50","8,630.20",872.12K,
"May 25, 2019","7,971.40","8,090.10","7,919.10","8,027.40",691.27K,
"May 24, 2019","7,852.80","8,124.10","7,775.40","7,970.10",868.47K,
"May 23, 2019","7,637.20","7,939.10","7,486.80","7,852.10",815.14K,
"May 22, 2019","7,928.70","7,999.00","7,545.90","7,635.70",821.40K,
"May 21, 2019","7,965.00","8,056.80","7,813.20","7,930.30",804.88K,
"May 20, 2019","8,156.40","8,156.40","7,604.00","7,965.30",958.81K,
"May 19, 2019","7,261.90","8,253.40","7,252.30","8,157.20",1.08M,
"May 18, 2019","7,359.90","7,458.50","7,189.40","7,262.60",865.53K,
"May 17, 2019","7,871.90","7,924.00","6,998.60","7,359.50",1.43M,
"May 16, 2019","8,164.80","8,293.30","7,720.40","7,871.80",1.18M,
"May 15, 2019","7,994.80","8,225.30","7,856.50","8,164.60",1.13M,
"May 14, 2019","7,806.40","8,323.90","7,674.00","7,994.60",1.33M,
"May 13, 2019","6,984.70","8,058.30","6,893.10","7,806.00",1.20M,
"May 12, 2019","7,190.00","7,518.90","6,802.60","6,984.80",1.35M,
"May 11, 2019","6,386.60","7,373.80","6,386.50","7,190.30",1.31M,
"May 10, 2019","6,194.30","6,466.60","6,157.80","6,386.00",907.94K,
"May 09, 2019","5,990.50","6,206.00","5,990.00","6,191.50",799.96K,
"May 08, 2019","5,849.40","6,011.30","5,799.10","5,990.30",757.13K,
"May 07, 2019","5,745.50","6,019.80","5,745.50","5,849.50",955.88K,
"May 06, 2019","5,775.10","5,801.40","5,630.50","5,745.10",755.39K,
"May 05, 2019","5,830.80","5,838.20","5,708.20","5,774.90",709.02K,
"May 04, 2019","5,768.00","5,899.20","5,605.00","5,830.90",920.61K,
"May 03, 2019","5,493.60","5,844.20","5,478.70","5,766.80",1.04M,
"May 02, 2019","5,384.60","5,530.80","5,370.00","5,493.80",722.23K,
"May 01, 2019","5,321.10","5,396.30","5,319.50","5,384.20",623.64K,
"Apr 30, 2019","5,235.40","5,336.60","5,195.90","5,320.80",697.42K,
"Apr 29, 2019","5,302.40","5,322.90","5,188.90","5,235.00",775.82K,
"Apr 28, 2019","5,265.70","5,332.50","5,234.40","5,302.30",681.41K,
"Apr 27, 2019","5,298.20","5,318.10","5,225.40","5,265.90",833.13K,
"Apr 26, 2019","5,209.20","5,469.30","5,159.30","5,298.30",1.03M,
"Apr 25, 2019","5,415.60","5,528.20","5,137.40","5,209.10",955.36K,
"Apr 24, 2019","5,511.20","5,589.60","5,346.80","5,415.60",994.04K,
"Apr 23, 2019","5,346.50","5,594.40","5,291.40","5,511.60",900.00K,
"Apr 22, 2019","5,248.20","5,370.20","5,170.20","5,346.70",920.77K,
"Apr 21, 2019","5,290.20","5,308.20","5,189.80","5,243.50",811.41K,
"Apr 20, 2019","5,241.00","5,327.00","5,240.20","5,290.20",782.32K,
"Apr 19, 2019","5,264.80","5,282.40","5,192.10","5,241.00",787.09K,
"Apr 18, 2019","5,208.30","5,293.10","5,205.00","5,264.70",727.97K,
"Apr 17, 2019","5,182.10","5,230.90","5,165.50","5,208.30",806.52K,
"Apr 16, 2019","5,031.40","5,198.40","5,014.40","5,180.90",631.05K,
"Apr 15, 2019","5,135.10","5,168.00","4,964.20","5,032.30",688.20K,
"Apr 14, 2019","5,052.00","5,153.50","5,010.70","5,134.80",566.38K,
"Apr 13, 2019","5,054.20","5,093.40","5,011.60","5,051.80",577.16K,
"Apr 12, 2019","5,022.70","5,080.50","4,889.20","5,054.20",779.14K,
"Apr 11, 2019","5,307.70","5,337.00","4,948.00","5,022.60",943.49K,
"Apr 10, 2019","5,158.40","5,404.10","5,142.90","5,307.80",837.51K,
"Apr 09, 2019","5,245.00","5,245.90","5,095.20","5,158.40",784.62K,
"Apr 08, 2019","5,173.50","5,300.60","5,060.50","5,245.20",928.23K,
"Apr 07, 2019","5,046.10","5,219.50","5,033.70","5,173.60",841.27K,
"Apr 06, 2019","5,010.00","5,198.40","4,947.90","5,046.20",952.18K,
"Apr 05, 2019","4,902.50","5,029.40","4,888.30","5,010.20",851.72K,
"Apr 04, 2019","4,968.70","5,042.50","4,789.20","4,902.40",1.05M,
"Apr 03, 2019","4,859.30","5,278.40","4,814.00","4,968.70",13.83M,
"Apr 02, 2019","4,145.10","4,899.60","4,143.50","4,859.30",14.77M,
"Apr 01, 2019","4,102.30","4,159.10","4,076.80","4,145.10",3.22M,
"Mar 31, 2019","4,111.80","4,121.90","4,082.20","4,102.30",2.43M,
"Mar 30, 2019","4,103.70","4,138.10","4,057.10","4,111.80",2.55M,
"Mar 29, 2019","4,025.70","4,123.10","4,022.60","4,102.20",3.30M,
"Mar 28, 2019","4,041.70","4,041.70","4,008.40","4,025.60",2.11M,
"Mar 27, 2019","3,942.80","4,043.30","3,936.20","4,041.70",2.78M,
"Mar 26, 2019","3,937.10","3,950.70","3,899.90","3,942.80",2.53M,
"Mar 25, 2019","3,994.80","4,000.50","3,897.90","3,937.00",2.86M,
"Mar 24, 2019","4,002.60","4,005.70","3,967.00","3,994.70",2.04M,
"Mar 23, 2019","3,990.40","4,018.20","3,980.80","4,002.50",2.00M,
"Mar 22, 2019","3,982.20","4,005.70","3,971.80","3,990.40",2.83M,
"Mar 21, 2019","4,041.20","4,064.00","3,923.80","3,982.20",3.88M,
"Mar 20, 2019","4,017.00","4,050.00","3,985.30","4,041.20",3.18M,
"Mar 19, 2019","3,990.20","4,029.90","3,972.40","4,017.00",2.99M,
"Mar 18, 2019","3,981.50","4,032.30","3,958.50","3,990.20",2.62M,
"Mar 17, 2019","4,006.40","4,009.80","3,956.30","3,981.50",1.87M,
"Mar 16, 2019","3,924.40","4,050.60","3,923.70","4,006.40",3.46M,
"Mar 15, 2019","3,879.00","3,935.70","3,874.80","3,924.30",3.11M,
"Mar 14, 2019","3,865.10","3,914.70","3,828.40","3,879.00",2.86M,
"Mar 13, 2019","3,885.90","3,894.70","3,847.40","3,865.10",2.28M,
"Mar 12, 2019","3,870.30","3,900.10","3,817.10","3,886.00",2.90M,
"Mar 11, 2019","3,915.20","3,935.50","3,842.40","3,870.30",3.19M,
"Mar 10, 2019","3,944.40","3,944.50","3,889.20","3,915.20",1.89M,
"Mar 09, 2019","3,865.60","3,964.00","3,859.70","3,944.30",2.48M,
"Mar 08, 2019","3,875.10","3,929.00","3,810.70","3,865.90",2.96M,
"Mar 07, 2019","3,863.10","3,907.40","3,847.90","3,875.10",2.60M,
"Mar 06, 2019","3,857.20","3,887.30","3,816.70","3,863.00",2.52M,
"Mar 05, 2019","3,715.90","3,873.20","3,705.70","3,857.20",3.82M,
"Mar 04, 2019","3,809.70","3,828.40","3,681.80","3,715.90",2.85M,
"Mar 03, 2019","3,823.20","3,836.60","3,789.70","3,809.50",1.51M,
"Mar 02, 2019","3,821.90","3,843.20","3,783.60","3,823.10",1.61M,
"Mar 01, 2019","3,816.70","3,855.80","3,816.40","3,821.90",1.74M,
"Feb 28, 2019","3,814.60","3,883.70","3,783.30","3,816.60",2.31M,
"Feb 27, 2019","3,810.30","3,836.40","3,701.90","3,814.60",2.82M,
"Feb 26, 2019","3,833.50","3,845.50","3,775.00","3,810.30",2.09M,
"Feb 25, 2019","3,755.70","3,870.70","3,753.80","3,833.70",765.87K,
"Feb 24, 2019","4,120.50","4,194.20","3,738.70","3,755.20",977.78K,
"Feb 23, 2019","3,965.20","4,152.60","3,939.40","4,120.40",727.85K,
"Feb 22, 2019","3,937.40","3,983.10","3,931.70","3,965.20",649.55K,
"Feb 21, 2019","3,972.00","4,011.50","3,909.20","3,936.60",668.16K,
"Feb 20, 2019","3,914.30","3,983.60","3,881.20","3,972.40",698.01K,
"Feb 19, 2019","3,896.40","3,993.80","3,863.70","3,914.30",1.44M,
"Feb 18, 2019","3,664.20","3,903.70","3,655.10","3,896.00",933.15K,
"Feb 17, 2019","3,616.80","3,689.90","3,607.90","3,664.20",580.51K,
"Feb 16, 2019","3,604.70","3,641.90","3,599.70","3,616.80",485.63K,
"Feb 15, 2019","3,592.60","3,648.30","3,581.40","3,604.70",516.21K,
"Feb 14, 2019","3,611.50","3,624.50","3,580.20","3,592.60",498.14K,
"Feb 13, 2019","3,632.00","3,663.50","3,599.20","3,611.50",558.02K,
"Feb 12, 2019","3,631.80","3,656.40","3,594.40","3,632.00",545.82K,
"Feb 11, 2019","3,678.80","3,681.10","3,623.80","3,631.80",517.28K,
"Feb 10, 2019","3,661.00","3,680.60","3,617.10","3,679.00",501.90K,
"Feb 09, 2019","3,661.60","3,675.30","3,633.20","3,661.40",454.80K,
"Feb 08, 2019","3,397.30","3,721.10","3,382.50","3,661.70",699.23K,
"Feb 07, 2019","3,404.90","3,421.80","3,390.30","3,397.70",471.36K,
"Feb 06, 2019","3,468.50","3,478.00","3,383.90","3,404.30",514.21K,
"Feb 05, 2019","3,463.00","3,485.90","3,450.30","3,468.40",460.95K,
"Feb 04, 2019","3,459.00","3,479.70","3,437.10","3,462.80",503.92K,
"Feb 03, 2019","3,502.30","3,507.80","3,431.30","3,459.10",451.66K,
"Feb 02, 2019","3,467.90","3,514.50","3,447.80","3,502.50",443.60K,
"Feb 01, 2019","3,437.70","3,485.70","3,415.30","3,467.90",481.58K,
"Jan 31, 2019","3,460.00","3,484.70","3,427.00","3,437.20",477.07K,
"Jan 30, 2019","3,414.60","3,479.00","3,394.20","3,460.00",600.25K,
"Jan 29, 2019","3,442.80","3,450.10","3,368.20","3,414.80",585.46K,
"Jan 28, 2019","3,555.80","3,561.20","3,395.70","3,442.80",620.85K,
"Jan 27, 2019","3,570.90","3,583.20","3,509.20","3,555.60",464.02K,
"Jan 26, 2019","3,572.00","3,652.50","3,556.10","3,570.90",432.55K,
"Jan 25, 2019","3,574.30","3,582.60","3,542.20","3,572.00",448.89K,
"Jan 24, 2019","3,561.40","3,587.00","3,539.70","3,574.30",428.60K,
"Jan 23, 2019","3,580.10","3,608.30","3,532.80","3,561.50",445.87K,
"Jan 22, 2019","3,536.90","3,607.90","3,465.20","3,580.10",447.70K,
"Jan 21, 2019","3,542.70","3,561.40","3,505.40","3,536.70",394.17K,
"Jan 20, 2019","3,676.20","3,699.10","3,503.90","3,542.30",563.31K,
"Jan 19, 2019","3,605.80","3,715.20","3,604.10","3,677.80",537.06K,
"Jan 18, 2019","3,626.30","3,627.90","3,575.70","3,605.60",488.16K,
"Jan 17, 2019","3,588.10","3,636.70","3,554.80","3,626.40",525.10K,
"Jan 16, 2019","3,570.60","3,644.10","3,561.40","3,588.00",487.34K,
"Jan 15, 2019","3,637.50","3,660.80","3,545.70","3,571.30",544.85K,
"Jan 14, 2019","3,490.40","3,672.00","3,490.40","3,638.10",539.93K,
"Jan 13, 2019","3,597.30","3,617.60","3,473.20","3,490.20",452.79K,
"Jan 12, 2019","3,616.60","3,633.90","3,561.30","3,597.20",435.06K,
"Jan 11, 2019","3,603.30","3,655.70","3,563.10","3,616.50",551.64K,
"Jan 10, 2019","3,978.90","4,007.70","3,562.10","3,603.70",697.31K,
"Jan 09, 2019","3,971.00","4,014.20","3,957.50","3,978.00",473.42K,
"Jan 08, 2019","3,985.80","4,070.50","3,943.10","3,971.00",514.08K,
"Jan 07, 2019","4,004.30","4,028.00","3,945.50","3,985.90",500.88K,
"Jan 06, 2019","3,785.70","4,034.10","3,758.50","4,004.10",529.89K,
"Jan 05, 2019","3,802.80","3,846.70","3,769.00","3,785.40",468.45K,
"Jan 04, 2019","3,780.50","3,823.90","3,720.00","3,802.70",488.70K,
"Jan 03, 2019","3,874.10","3,875.80","3,753.00","3,780.10",450.32K,
"Jan 02, 2019","3,809.70","3,894.80","3,768.10","3,873.80",554.47K,
"Jan 01, 2019","3,709.50","3,814.30","3,664.40","3,809.40",469.11K,
"Dec 31, 2018","3,815.10","3,819.60","3,658.80","3,709.40",545.83K,
"Dec 30, 2018","3,708.20","3,837.70","3,682.50","3,815.00",519.17K,
"Dec 29, 2018","3,861.60","3,899.60","3,696.00","3,706.80",505.41K,
"Dec 28, 2018","3,587.10","3,900.30","3,565.50","3,861.60",565.24K,
"Dec 27, 2018","3,793.40","3,822.60","3,560.80","3,586.90",543.44K,
"Dec 26, 2018","3,762.80","3,841.90","3,680.30","3,793.70",567.11K,
"Dec 25, 2018","4,025.60","4,030.70","3,676.50","3,762.50",670.94K,
"Dec 24, 2018","3,944.50","4,208.20","3,941.90","4,026.10",716.29K,
"Dec 23, 2018","3,964.30","4,037.10","3,904.60","3,944.40",572.21K,
"Dec 22, 2018","3,850.90","3,977.20","3,803.70","3,964.40",554.59K,
"Dec 21, 2018","4,075.20","4,153.10","3,786.90","3,850.90",748.76K,
"Dec 20, 2018","3,687.20","4,140.30","3,665.80","4,076.00",958.58K,
"Dec 19, 2018","3,668.10","3,924.70","3,647.50","3,687.10",792.40K,
"Dec 18, 2018","3,526.00","3,683.10","3,456.90","3,668.00",698.53K,
"Dec 17, 2018","3,248.30","3,597.40","3,243.10","3,526.10",534.78K,
"Dec 16, 2018","3,228.60","3,305.00","3,225.90","3,247.90",335.69K,
"Dec 15, 2018","3,247.80","3,282.30","3,177.00","3,228.70",332.95K,
"Dec 14, 2018","3,315.40","3,336.60","3,199.10","3,247.80",445.56K,
"Dec 13, 2018","3,466.20","3,474.40","3,284.80","3,315.30",435.89K,
"Dec 12, 2018","3,390.20","3,510.20","3,379.40","3,466.10",391.17K,
"Dec 11, 2018","3,460.40","3,485.90","3,349.90","3,407.70",418.53K,
"Dec 10, 2018","3,566.90","3,622.40","3,412.70","3,460.50",394.49K,
"Dec 09, 2018","3,430.30","3,677.60","3,424.20","3,567.50",327.93K,
"Dec 08, 2018","3,422.30","3,507.70","3,302.90","3,430.40",424.40K,
"Dec 07, 2018","3,508.90","3,626.60","3,251.80","3,422.20",639.33K,
"Dec 06, 2018","3,771.40","3,887.20","3,505.70","3,508.60",467.54K,
"Dec 05, 2018","3,958.10","3,974.10","3,765.20","3,771.60",341.60K,
"Dec 04, 2018","3,899.90","4,082.90","3,809.30","3,958.50",326.71K,
"Dec 03, 2018","4,160.30","4,177.00","3,839.90","3,897.80",355.10K,
"Dec 02, 2018","4,196.20","4,316.10","4,105.30","4,160.40",298.63K,
"Dec 01, 2018","4,038.70","4,299.10","3,967.10","4,196.20",316.30K,
"Nov 30, 2018","4,296.80","4,340.60","3,954.50","4,039.70",444.52K,
"Nov 29, 2018","4,265.50","4,440.10","4,140.60","4,296.50",414.46K,
"Nov 28, 2018","3,866.40","4,391.80","3,866.40","4,265.40",533.04K,
"Nov 27, 2018","3,840.30","3,920.60","3,687.80","3,866.50",457.27K,
"Nov 26, 2018","4,061.00","4,179.00","3,679.80","3,837.00",571.04K,
"Nov 25, 2018","3,920.30","4,198.40","3,634.20","4,062.20",619.95K,
"Nov 24, 2018","4,397.30","4,494.60","3,821.50","3,920.40",382.72K,
"Nov 23, 2018","4,360.90","4,455.60","4,223.70","4,398.00",348.99K,
"Nov 22, 2018","4,646.40","4,695.70","4,346.70","4,356.00",261.85K,
"Nov 21, 2018","4,523.00","4,743.70","4,393.00","4,638.70",412.74K,
"Nov 20, 2018","4,883.60","5,013.40","4,272.30","4,524.60",714.08K,
"Nov 19, 2018","5,660.40","5,662.50","4,831.10","4,883.80",478.26K,
"Nov 18, 2018","5,621.00","5,727.90","5,615.50","5,658.30",158.68K,
"Nov 17, 2018","5,636.20","5,645.50","5,561.40","5,621.80",156.51K,
"Nov 16, 2018","5,723.50","5,747.70","5,539.70","5,636.20",224.12K,
"Nov 15, 2018","5,854.00","5,878.50","5,384.10","5,718.90",375.86K,
"Nov 14, 2018","6,428.90","6,453.30","5,619.20","5,842.40",438.21K,
"Nov 13, 2018","6,435.00","6,466.80","6,386.70","6,429.20",137.60K,
"Nov 12, 2018","6,445.00","6,475.90","6,409.40","6,435.00",130.16K,
"Nov 11, 2018","6,427.10","6,451.70","6,359.00","6,446.10",127.40K,
"Nov 10, 2018","6,411.90","6,461.70","6,411.70","6,427.10",115.87K,
"Nov 09, 2018","6,473.80","6,496.10","6,390.00","6,412.00",151.60K,
"Nov 08, 2018","6,565.30","6,577.30","6,466.30","6,474.00",159.30K,
"Nov 07, 2018","6,503.10","6,594.30","6,502.00","6,565.30",170.76K,
"Nov 06, 2018","6,460.40","6,509.60","6,441.60","6,502.80",154.87K,
"Nov 05, 2018","6,478.20","6,489.20","6,431.70","6,459.70",128.51K,
"Nov 04, 2018","6,386.20","6,508.90","6,359.70","6,478.20",128.76K,
"Nov 03, 2018","6,424.50","6,429.50","6,346.20","6,386.20",112.84K,
"Nov 02, 2018","6,400.50","6,444.30","6,390.90","6,424.70",135.87K,
"Nov 01, 2018","6,365.90","6,421.80","6,354.20","6,400.50",124.16K,
"Oct 31, 2018","6,327.90","6,405.70","6,257.80","6,365.90",129.06K,
"Oct 30, 2018","6,336.70","6,469.90","6,316.50","6,325.70",128.21K,
"Oct 29, 2018","6,486.10","6,498.40","6,310.50","6,335.00",160.52K,
"Oct 28, 2018","6,494.60","6,502.20","6,461.20","6,486.10",93.97K,
"Oct 27, 2018","6,510.00","6,534.00","6,473.70","6,494.20",76.72K,
"Oct 26, 2018","6,507.00","6,570.50","6,498.50","6,510.00",97.17K,
"Oct 25, 2018","6,532.50","6,544.80","6,491.50","6,507.00",97.43K,
"Oct 24, 2018","6,531.20","6,593.80","6,522.60","6,530.70",98.74K,
"Oct 23, 2018","6,558.60","6,573.60","6,500.50","6,528.70",108.86K,
"Oct 22, 2018","6,583.00","6,612.70","6,529.50","6,555.80",101.57K,
"Oct 21, 2018","6,575.90","6,643.10","6,568.00","6,583.00",92.94K,
"Oct 20, 2018","6,511.70","6,593.70","6,495.90","6,572.20",97.77K,
"Oct 19, 2018","6,576.40","6,603.20","6,506.90","6,512.00",121.44K,
"Oct 18, 2018","6,690.10","6,736.30","6,530.60","6,574.10",134.15K,
"Oct 17, 2018","6,718.90","6,745.90","6,637.80","6,686.60",136.71K,
"Oct 16, 2018","6,712.40","6,836.70","6,645.40","6,705.30",155.85K,
"Oct 15, 2018","6,326.80","7,358.40","6,300.20","6,699.80",443.33K,
"Oct 14, 2018","6,321.60","6,390.90","6,300.00","6,326.80",99.38K,
"Oct 13, 2018","6,291.30","6,329.30","6,282.80","6,321.70",94.45K,
"Oct 12, 2018","6,239.20","6,344.80","6,206.80","6,291.30",147.40K,
"Oct 11, 2018","6,618.00","6,622.50","6,206.20","6,239.10",245.28K,
"Oct 10, 2018","6,650.60","6,653.50","6,526.00","6,618.00",101.93K,
"Oct 09, 2018","6,669.60","6,678.90","6,613.30","6,650.80",80.79K,
"Oct 08, 2018","6,611.00","6,699.50","6,589.90","6,669.60",119.68K,
"Oct 07, 2018","6,596.30","6,633.90","6,523.80","6,611.00",77.06K,
"Oct 06, 2018","6,639.10","6,661.50","6,550.40","6,596.30",9.18M,
"Oct 05, 2018","6,584.20","6,682.30","6,537.60","6,639.10",9.34M,
"Oct 04, 2018","6,509.20","6,653.00","6,487.80","6,584.20",9.31M,
"Oct 03, 2018","6,549.90","6,563.50","6,429.60","6,507.80",9.21M,
"Oct 02, 2018","6,608.20","6,645.70","6,034.90","6,549.90",9.34M,
"Oct 01, 2018","6,635.20","6,674.70","6,072.70","6,608.20",9.19M,
"Sep 30, 2018","6,603.90","6,673.90","6,533.50","6,635.20",9.34M,
"Sep 29, 2018","6,633.90","6,648.40","6,464.40","6,603.90",9.42M,
"Sep 28, 2018","6,685.70","6,809.20","6,538.60","6,636.00",9.57M,
"Sep 27, 2018","6,463.70","6,738.30","6,428.80","6,689.20",9.34M,
"Sep 26, 2018","6,443.00","6,551.90","6,384.10","6,468.10",8.64M,
"Sep 25, 2018","6,590.60","6,590.60","5,977.00","6,445.10",7.34M,
"Sep 24, 2018","6,713.30","6,728.10","6,559.10","6,584.10",7.57M,
"Sep 23, 2018","6,729.60","6,789.40","6,666.40","6,704.10",7.34M,
"Sep 22, 2018","6,766.70","6,833.30","6,635.50","6,729.60",7.31M,
"Sep 21, 2018","6,490.90","6,780.50","6,489.80","6,766.70",7.73M,
"Sep 20, 2018","6,390.40","6,537.50","6,346.40","6,489.20",5.18M,
"Sep 19, 2018","6,342.00","6,478.70","6,144.50","6,390.40",3.54M,
"Sep 18, 2018","6,251.90","6,388.80","6,228.80","6,342.00",2.82M,
"Sep 17, 2018","6,500.20","6,533.50","6,215.90","6,251.90",3.26M,
"Sep 16, 2018","6,519.00","6,520.80","6,406.20","6,500.20",3.34M,
"Sep 15, 2018","6,482.60","6,562.90","6,470.30","6,519.00",3.16M,
"Sep 14, 2018","6,482.90","6,579.40","6,412.10","6,483.70",3.20M,
"Sep 13, 2018","6,338.00","6,867.30","6,337.80","6,482.90",3.53M,
"Sep 12, 2018","6,293.90","6,353.50","6,204.50","6,338.00",3.04M,
"Sep 11, 2018","6,320.70","6,391.80","6,189.60","6,293.90",3.30M,
"Sep 10, 2018","6,238.50","6,358.50","6,237.30","6,321.00",3.11M,
"Sep 09, 2018","6,184.30","6,432.60","6,148.80","6,238.50",2.84M,
"Sep 08, 2018","6,390.90","6,484.30","6,132.30","6,184.30",3.46M,
"Sep 07, 2018","6,514.10","6,540.60","6,316.20","6,390.90",3.30M,
"Sep 06, 2018","6,706.80","6,732.90","6,337.80","6,514.00",4.02M,
"Sep 05, 2018","7,377.50","7,407.50","6,691.80","6,706.80",4.55M,
"Sep 04, 2018","7,264.20","7,409.90","7,234.50","7,377.50",3.92M,
"Sep 03, 2018","7,289.80","7,330.70","7,182.80","7,264.20",3.87M,
"Sep 02, 2018","7,189.60","7,334.80","7,117.30","7,293.90",3.90M,
"Sep 01, 2018","7,032.40","7,264.30","7,020.40","7,189.60",3.52M,
"Aug 31, 2018","6,993.70","7,080.20","6,698.00","7,033.80",4.21M,
"Aug 30, 2018","7,029.20","7,050.20","6,798.00","6,993.70",3.74M,
"Aug 29, 2018","7,074.60","7,121.40","6,926.70","7,029.10",4.11M,
"Aug 28, 2018","6,897.60","7,129.70","6,861.20","7,074.60",3.79M,
"Aug 27, 2018","6,712.70","6,902.90","6,650.40","6,897.60",3.26M,
"Aug 26, 2018","6,734.90","6,892.70","6,573.10","6,712.70",3.37M,
